City,Lat,Lon,Zipcode
Chicago,41.697812,-87.621992,60628
Chicago,41.864477,-87.667553,60608
Chicago,41.911699,-87.671166,60622
Chicago,41.834052,-87.650071,60608
Chicago,41.785033,-87.665329,60636
Chicago,41.911151,-87.784342,60639
Chicago,41.843088,-87.713943,60623
Chicago,41.845588,-87.715054,60623
Chicago,41.771423,-87.621438,60637
Chicago,41.897599,-87.765881,60651
Chicago,41.907254,-87.75978,60651
Chicago,41.896421,-87.753946,60651
Chicago,41.867812,-87.770196,60644
Chicago,41.938643,-87.694778,60618
Chicago,41.757256,-87.603381,60619
Chicago,41.878366,-87.7245,60624
Chicago,41.864505,-87.72438,60623
Chicago,41.884156,-87.684761,60612
Chicago,41.831746,-87.681119,60608
Chicago,41.711087,-87.640225,60628
Chicago,41.818089,-87.612272,60653
Chicago,41.724817,-87.623216,60619
Chicago,41.796977,-87.764499,60638
Chicago,41.772534,-87.670884,60636
Chicago,41.852558,-87.696033,60623
Chicago,41.828922,-87.667275,60609
Chicago,41.840866,-87.726999,60623
Chicago,41.878921,-87.688388,60612
Chicago,41.739255,-87.645245,60620
Chicago,41.790804,-87.67232,60636
Chicago,41.688381,-87.613601,60628
Chicago,41.903088,-87.664221,60642
Chicago,41.822256,-87.61255,60653
Chicago,41.819852,-87.622667,60653
Chicago,41.858644,-87.652532,60608
Chicago,41.874094,-87.702323,60612
Chicago,41.736146,-87.552268,60617
Chicago,41.813288,-87.693393,60632
Chicago,41.704894,-87.625256,60628
Chicago,41.8183,-87.694832,60632
Chicago,41.889877,-87.766165,60644
Chicago,41.789548,-87.778898,60638
Chicago,41.796916,-87.660202,60609
Chicago,41.829755,-87.67283,60609
Chicago,41.781978,-87.671996,60636
Chicago,41.870765,-87.699834,60612
Chicago,41.784631,-87.70548,60629
Chicago,41.944198,-87.746447,60641
Chicago,41.946976,-87.781726,60634
Chicago,41.827043,-87.619829,60653
Chicago,41.873643,-87.750056,60644
Chicago,41.798237,-87.689643,60632
Chicago,41.89624,-87.619568,60611
Chicago,41.935865,-87.770337,60634
Chicago,41.774478,-87.675607,60636
Chicago,41.89531,-87.661165,60642
Chicago,41.783719,-87.687855,60636
Chicago,41.894467,-87.726628,60624
Chicago,41.805052,-87.752093,60638
Chicago,41.71559,-87.56699,60617
Chicago,41.698218,-87.631179,60628
Chicago,41.851144,-87.716999,60623
Chicago,41.991698,-87.801728,60631
Chicago,41.931977,-87.670333,60657
Chicago,41.730111,-87.586469,60619
Chicago,41.764766,-87.690947,60652
Chicago,41.947157,-87.671903,60613
Chicago,41.856892,-87.681054,60608
Chicago,41.826977,-87.671164,60609
Chicago,41.904476,-87.770058,60651
Chicago,41.872532,-87.763668,60644
Chicago,41.815344,-87.694795,60632
Chicago,41.970864,-87.80145,60656
Chicago,41.824478,-87.619773,60653
Chicago,41.959813,-87.678025,60613
Chicago,41.877293,-87.751554,60644
Chicago,41.899134,-87.685673,60622
Chicago,41.983248,-87.671909,60640
Chicago,41.871699,-87.722833,60624
Chicago,41.76744,-87.667884,60636
Chicago,41.752533,-87.684773,60652
Chicago,41.684479,-87.616991,60628
Chicago,41.842941,-87.64037,60616
Chicago,41.730034,-87.606437,60619
Chicago,41.800679,-87.656505,60609
Chicago,41.753645,-87.612826,60619
Chicago,41.79281,-87.704133,60629
Chicago,41.742891,-87.587366,60619
Chicago,41.835445,-87.649496,60608
Chicago,41.937531,-87.774504,60634
Chicago,41.794137,-87.67013,60609
Chicago,41.953088,-87.684223,60618
Chicago,41.775034,-87.633939,60621
Chicago,41.736989,-87.561499,60617
Chicago,41.931977,-87.670611,60657
Chicago,41.850828,-87.701928,60623
Chicago,41.891284,-87.669255,60622
Chicago,41.734589,-87.665883,60620
Chicago,41.794954,-87.78768,60638
Chicago,41.868087,-87.697825,60612
Chicago,41.882422,-87.765752,60644
Chicago,41.680755,-87.624857,60628
Chicago,41.766876,-87.622269,60637
Chicago,41.81613,-87.690166,60632
Chicago,41.745311,-87.692829,60652
Chicago,41.882214,-87.753019,60644
Chicago,41.7842,-87.662273,60636
Chicago,41.679479,-87.618103,60628
Chicago,41.780623,-87.691335,60629
Chicago,41.877009,-87.705308,60612
Chicago,41.896219,-87.770625,60651
Chicago,41.936421,-87.649499,60657
Chicago,41.800033,-87.693603,60632
Chicago,41.912255,-87.640331,60610
Chicago,41.687812,-87.623936,60628
Chicago,41.952809,-87.780893,60634
Chicago,41.877679,-87.73252,60624
Chicago,41.827533,-87.676719,60609
Chicago,41.745894,-87.547688,60617
Chicago,41.886144,-87.703111,60612
Chicago,41.715312,-87.654493,60643
Chicago,41.849755,-87.694221,60608
Chicago,41.835589,-87.65283,60608
Chicago,41.681449,-87.622303,60628
Chicago,41.752812,-87.642827,60620
Chicago,41.765589,-87.669495,60636
Chicago,41.941976,-87.760337,60641
Chicago,41.735157,-87.558939,60617
Chicago,41.923184,-87.664816,60614
Chicago,41.716244,-87.648467,60643
Chicago,41.958088,-87.671723,60613
Chicago,41.837881,-87.642851,60616
Chicago,41.855532,-87.665603,60608
Chicago,41.685761,-87.622562,60628
Chicago,41.654009,-87.601456,60827
Chicago,41.680425,-87.639074,60628
Chicago,41.734756,-87.65116,60620
Chicago,41.743367,-87.666161,60620
Chicago,41.729414,-87.576344,60617
Chicago,41.713645,-87.656438,60643
Chicago,41.720753,-87.632661,60628
Chicago,41.741214,-87.639503,60620
Chicago,41.710146,-87.636247,60628
Chicago,41.742143,-87.706753,60652
Chicago,41.742155,-87.672594,60620
Chicago,41.747256,-87.668661,60620
Chicago,41.680574,-87.639079,60628
Chicago,41.713673,-87.657395,60643
Chicago,41.924605,-87.651321,60614
Chicago,41.828586,-87.605993,60653
Chicago,41.805197,-87.617299,60615
Chicago,41.843089,-87.623107,60616
Chicago,41.9611,-87.678527,60618
Chicago,41.858089,-87.660053,60608
Chicago,41.863088,-87.725333,60623
Chicago,41.93531,-87.663111,60657
Chicago,41.895032,-87.760058,60651
Chicago,41.750507,-87.6432,60620
