,City,Lat,Lon,Zipcode
428,Chicago,41.750952,-87.613788,60619
429,Chicago,41.736678,-87.622714,60619
430,Chicago,41.751286,-87.597489,60619
431,Chicago,41.75078,-87.624433,60619
432,Chicago,41.743444,-87.604854,60619
433,Chicago,41.74657,-87.586001,60617
434,Chicago,41.743108,-87.614798,60619
435,Chicago,41.744119,-87.599056,60619
436,Chicago,41.769266,-87.628209,60621
437,Chicago,41.758359,-87.61414,60619
438,Chicago,41.758497,-87.606491,60619
439,Chicago,41.780572,-87.585198,60637
440,Chicago,41.765736,-87.605071,60619
441,Chicago,41.757948,-87.63122,60620
442,Chicago,41.765495,-87.616947,60619
443,Chicago,41.759139,-87.59577,60619
444,Chicago,41.765283,-87.621806,60619
445,Chicago,41.753175,-87.605023,60619
446,Chicago,41.802247,-87.618068,60615
447,Chicago,41.766024,-87.611725,60637
448,Chicago,41.814103,-87.597014,60653
449,Chicago,41.823055,-87.626566,60609
450,Chicago,41.816662,-87.619377,60653
451,Chicago,41.75695,-87.624625,60619
452,Chicago,41.796619,-87.625916,60609
453,Chicago,41.805753,-87.592465,60615
454,Chicago,41.779826,-87.634827,60621
455,Chicago,41.814,-87.666647,60609
456,Chicago,41.768896,-87.635804,60621
457,Chicago,41.783182,-87.65437,60636
458,Chicago,41.786631,-87.655848,60636
459,Chicago,41.834523,-87.631819,60616
460,Chicago,41.808322,-87.656523,60609
461,Chicago,41.794226,-87.655092,60609
462,Chicago,41.779408,-87.644607,60621
463,Chicago,41.842795,-87.6355,60616
464,Chicago,41.768913,-87.652935,60621
465,Chicago,41.80812,-87.645624,60609
466,Chicago,41.841655,-87.65746,60608
467,Chicago,41.775399,-87.654312,60621
468,Chicago,41.769018,-87.644624,60621
469,Chicago,41.793441,-87.664405,60636
470,Chicago,41.794111,-87.675493,60609
471,Chicago,41.799654,-87.657196,60609
472,Chicago,41.81913,-87.643299,60609
473,Chicago,41.793036,-87.645038,60621
474,Chicago,41.786795,-87.666142,60636
475,Chicago,41.802999,-87.664689,60609
476,Chicago,41.786049,-87.674189,60636
477,Chicago,41.768697,-87.664047,60636
478,Chicago,41.823578,-87.650908,60609
479,Chicago,41.774072,-87.663739,60636
480,Chicago,41.800907,-87.674684,60609
481,Chicago,41.805646,-87.683451,60609
482,Chicago,41.779351,-87.664899,60636
483,Chicago,41.808227,-87.67721,60609
484,Chicago,41.787593,-87.644896,60621
485,Chicago,41.808838,-87.664581,60609
486,Chicago,41.830774,-87.6325,60609
487,Chicago,41.779899,-87.650934,60621
488,Chicago,41.838352,-87.635409,60616
489,Chicago,41.830757,-87.655833,60608
490,Chicago,41.828737,-87.680654,60609
491,Chicago,41.823428,-87.665584,60609
492,Chicago,41.830107,-87.670307,60609
493,Chicago,41.826708,-87.683151,60609
494,Chicago,41.839158,-87.665696,60608
495,Chicago,41.823191,-87.67669,60609
496,Chicago,41.848085,-87.715095,60623
497,Chicago,41.844515,-87.702163,60623
498,Chicago,41.875668,-87.715493,60624
499,Chicago,41.848195,-87.705454,60623
500,Chicago,41.880858,-87.727963,60624
501,Chicago,41.861921,-87.69348,60608
502,Chicago,41.874322,-87.725872,60624
503,Chicago,41.894732,-87.756894,60644
504,Chicago,41.877902,-87.736034,60624
505,Chicago,41.853877,-87.715149,60623
506,Chicago,41.873607,-87.704883,60612
507,Chicago,41.855183,-87.654194,60608
508,Chicago,41.841397,-87.685086,60608
509,Chicago,41.895685,-87.672059,60622
510,Chicago,41.910424,-87.670059,60622
511,Chicago,41.901303,-87.677434,60622
512,Chicago,41.899152,-87.672203,60622
513,Chicago,41.895493,-87.68201,60622
514,Chicago,41.889501,-87.688166,60612
515,Chicago,41.903006,-87.683775,60622
516,Chicago,41.892014,-87.68941,60612
517,Chicago,41.903136,-87.673898,60622
518,Chicago,41.898425,-87.686607,60622
519,Chicago,41.886585,-87.65846,60607
520,Chicago,41.872165,-87.661434,60607
521,Chicago,41.877609,-87.673909,60612
522,Chicago,41.885937,-87.677029,60612
523,Chicago,41.880419,-87.65564,60607
524,Chicago,41.879784,-87.686043,60612
525,Chicago,41.884067,-87.656953,60607
526,Chicago,41.88306,-87.6571,60607
527,Chicago,41.878143,-87.643919,60661
528,Chicago,41.884617,-87.644504,60661
529,Chicago,41.868797,-87.659104,60607
530,Chicago,41.867385,-87.648649,60607
531,Chicago,41.866523,-87.684544,60608
532,Chicago,41.871432,-87.640958,60607
533,Chicago,41.884132,-87.654257,60607
534,Chicago,41.870168,-87.639475,60607
535,Chicago,41.87299,-87.669156,60612
536,Chicago,41.868605,-87.686228,60612
537,Chicago,41.874627,-87.686421,60612
538,Chicago,41.889887,-87.671512,60622
539,Chicago,41.975607,-87.679457,60625
